Country Name,Country Code,Series Name,Series Code,2022 [YR2022],2023 [YR2023]
Qatar,QAT,"Population ages 80 and above, male",SP.POP.80UP.MA,1917,2045
Qatar,QAT,"Population, total",SP.POP.TOTL,2657333,2656032
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.857,82.368
Qatar,QAT,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,0.932,0.93
Qatar,QAT,"Population ages 15-64, female",SP.POP.1564.FE.IN,535753,543930
Qatar,QAT,"Population ages 15-64, male",SP.POP.1564.MA.IN,1679424,1667676
Qatar,QAT,"Population ages 0-14, female",SP.POP.0014.FE.IN,196855,195746
Qatar,QAT,"Population ages 0-14, male",SP.POP.0014.MA.IN,208336,206924
Qatar,QAT,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,15510,16861
Qatar,QAT,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,21457,24895
Romania,ROU,"Population ages 80 and above, female",SP.POP.80UP.FE,566060,560036
Romania,ROU,"Population ages 80 and above, male",SP.POP.80UP.MA,283876,283015
Romania,ROU,"Population, total",SP.POP.TOTL,19048502,19061062
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.15365854,76.60731707
Romania,ROU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,14.3,12.7
Romania,ROU,"Population ages 15-64, female",SP.POP.1564.FE.IN,6091620,6080972
Romania,ROU,"Population ages 15-64, male",SP.POP.1564.MA.IN,6188735,6188707
Romania,ROU,"Population ages 0-14, female",SP.POP.0014.FE.IN,1490628,1478346
Romania,ROU,"Population ages 0-14, male",SP.POP.0014.MA.IN,1560157,1547878
Romania,ROU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2240207,2269297
Romania,ROU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1477155,1495862
Russian Federation,RUS,"Population ages 80 and above, female",SP.POP.80UP.FE,4113619,3967093
Russian Federation,RUS,"Population ages 80 and above, male",SP.POP.80UP.MA,1356752,1296904
Russian Federation,RUS,"Population, total",SP.POP.TOTL,144236933,143826130
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.54560976,73.25463415
Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.9,12.1
Russian Federation,RUS,"Population ages 15-64, female",SP.POP.1564.FE.IN,49419739,48967990
Russian Federation,RUS,"Population ages 15-64, male",SP.POP.1564.MA.IN,46115801,45785205
Russian Federation,RUS,"Population ages 0-14, female",SP.POP.0014.FE.IN,12416660,12256988
Russian Federation,RUS,"Population ages 0-14, male",SP.POP.0014.MA.IN,13097872,12934132
Russian Federation,RUS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,15393941,15815701
Russian Federation,RUS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,7792920,8066114
Rwanda,RWA,"Population ages 80 and above, female",SP.POP.80UP.FE,40207,41648
Rwanda,RWA,"Population ages 80 and above, male",SP.POP.80UP.MA,21502,21848
Rwanda,RWA,"Population, total",SP.POP.TOTL,13651030,13954471
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.528,67.785
Rwanda,RWA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.993,5.935
Rwanda,RWA,"Population ages 15-64, female",SP.POP.1564.FE.IN,4104971,4214534
Rwanda,RWA,"Population ages 15-64, male",SP.POP.1564.MA.IN,3829252,3941405
Rwanda,RWA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2593328,2619724
Rwanda,RWA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2615463,2645488
Rwanda,RWA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,303347,317804
Rwanda,RWA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,204669,215515
Samoa,WSM,"Population ages 80 and above, female",SP.POP.80UP.FE,1220,1202
Samoa,WSM,"Population ages 80 and above, male",SP.POP.80UP.MA,664,674
Samoa,WSM,"Population, total",SP.POP.TOTL,215261,216663
Samoa,WSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.55,71.698
Samoa,WSM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.181,6.157
Samoa,WSM,"Population ages 15-64, female",SP.POP.1564.FE.IN,59907,60191
Samoa,WSM,"Population ages 15-64, male",SP.POP.1564.MA.IN,59903,60201
Samoa,WSM,"Population ages 0-14, female",SP.POP.0014.FE.IN,40532,40707
Samoa,WSM,"Population ages 0-14, male",SP.POP.0014.MA.IN,42959,43202
Samoa,WSM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,6503,6693
Samoa,WSM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,5458,5669
San Marino,SMR,"Population ages 80 and above, female",SP.POP.80UP.FE,1235,1290
San Marino,SMR,"Population ages 80 and above, male",SP.POP.80UP.MA,857,898
San Marino,SMR,"Population, total",SP.POP.TOTL,33755,33860
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,85.708,85.706
San Marino,SMR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8,8.3
San Marino,SMR,"Population ages 15-64, female",SP.POP.1564.FE.IN,11193,11140
San Marino,SMR,"Population ages 15-64, male",SP.POP.1564.MA.IN,11064,11079
San Marino,SMR,"Population ages 0-14, female",SP.POP.0014.FE.IN,2173,2117
San Marino,SMR,"Population ages 0-14, male",SP.POP.0014.MA.IN,2228,2181
San Marino,SMR,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,3843,3955
San Marino,SMR,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3253,3386
Sao Tome and Principe,STP,"Population ages 80 and above, female",SP.POP.80UP.FE,1084,1100
Sao Tome and Principe,STP,"Population ages 80 and above, male",SP.POP.80UP.MA,619,619
Sao Tome and Principe,STP,"Population, total",SP.POP.TOTL,226305,230871
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.237,69.718
Sao Tome and Principe,STP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.732,5.572
Sao Tome and Principe,STP,"Population ages 15-64, female",SP.POP.1564.FE.IN,65184,67157
Sao Tome and Principe,STP,"Population ages 15-64, male",SP.POP.1564.MA.IN,64635,66407
Sao Tome and Principe,STP,"Population ages 0-14, female",SP.POP.0014.FE.IN,43689,43941
Sao Tome and Principe,STP,"Population ages 0-14, male",SP.POP.0014.MA.IN,44087,44437
Sao Tome and Principe,STP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,4827,4955
Sao Tome and Principe,STP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,3883,3973
Saudi Arabia,SAU,"Population ages 80 and above, female",SP.POP.80UP.FE,69419,73991
Saudi Arabia,SAU,"Population ages 80 and above, male",SP.POP.80UP.MA,62447,66920
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,32175224,33702731
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.31,78.732
Saudi Arabia,SAU,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,2.57,2.34
Saudi Arabia,SAU,"Population ages 15-64, female",SP.POP.1564.FE.IN,8352287,8855297
Saudi Arabia,SAU,"Population ages 15-64, male",SP.POP.1564.MA.IN,15023973,15775689
Saudi Arabia,SAU,"Population ages 0-14, female",SP.POP.0014.FE.IN,3887526,3978283
Saudi Arabia,SAU,"Population ages 0-14, male",SP.POP.0014.MA.IN,4041904,4143213
Saudi Arabia,SAU,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,393996,427031
Saudi Arabia,SAU,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,475538,523219
Senegal,SEN,"Population ages 80 and above, female",SP.POP.80UP.FE,40374,40137
Senegal,SEN,"Population ages 80 and above, male",SP.POP.80UP.MA,41577,43266
Senegal,SEN,"Population, total",SP.POP.TOTL,17651103,18077573
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.788,68.683
Senegal,SEN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.92,5.581
Senegal,SEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,5034849,5194243
Senegal,SEN,"Population ages 15-64, male",SP.POP.1564.MA.IN,5075051,5250982
Senegal,SEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,3320180,3354952
Senegal,SEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,3592045,3628342
Senegal,SEN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,319897,330569
Senegal,SEN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,309081,318485
Serbia,SRB,"Population ages 80 and above, female",SP.POP.80UP.FE,194013,197714
Serbia,SRB,"Population ages 80 and above, male",SP.POP.80UP.MA,109478,106279
Serbia,SRB,"Population, total",SP.POP.TOTL,6664449,6623183
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.23658537,76.22097561
Serbia,SRB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,16.3,14.7
Serbia,SRB,"Population ages 15-64, female",SP.POP.1564.FE.IN,2166339,2143417
Serbia,SRB,"Population ages 15-64, male",SP.POP.1564.MA.IN,2070098,2049810
Serbia,SRB,"Population ages 0-14, female",SP.POP.0014.FE.IN,475288,471296
Serbia,SRB,"Population ages 0-14, male",SP.POP.0014.MA.IN,481368,479150
Serbia,SRB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,852136,863047
Serbia,SRB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,619219,616463
Seychelles,SYC,"Population ages 80 and above, female",SP.POP.80UP.FE,1387,1279
Seychelles,SYC,"Population ages 80 and above, male",SP.POP.80UP.MA,613,613
Seychelles,SYC,"Population, total",SP.POP.TOTL,119878,119773
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.70243902,74.95853659
Seychelles,SYC,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.8,7.3
Seychelles,SYC,"Population ages 15-64, female",SP.POP.1564.FE.IN,36581,36503
Seychelles,SYC,"Population ages 15-64, male",SP.POP.1564.MA.IN,49183,49170
Seychelles,SYC,"Population ages 0-14, female",SP.POP.0014.FE.IN,11926,11804
Seychelles,SYC,"Population ages 0-14, male",SP.POP.0014.MA.IN,12422,12318
Seychelles,SYC,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,5337,5373
Seychelles,SYC,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4430,4605
Sierra Leone,SLE,"Population ages 80 and above, female",SP.POP.80UP.FE,17462,18138
Sierra Leone,SLE,"Population ages 80 and above, male",SP.POP.80UP.MA,12089,12503
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,8276807,8460512
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.275,61.786
Sierra Leone,SLE,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.523,8.287
Sierra Leone,SLE,"Population ages 15-64, female",SP.POP.1564.FE.IN,2402210,2472346
Sierra Leone,SLE,"Population ages 15-64, male",SP.POP.1564.MA.IN,2385789,2456885
Sierra Leone,SLE,"Population ages 0-14, female",SP.POP.0014.FE.IN,1601241,1618055
Sierra Leone,SLE,"Population ages 0-14, male",SP.POP.0014.MA.IN,1624747,1641926
Sierra Leone,SLE,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,146275,151060
Sierra Leone,SLE,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,116545,120242
Singapore,SGP,"Population ages 80 and above, female",SP.POP.80UP.FE,90229,96096
Singapore,SGP,"Population ages 80 and above, male",SP.POP.80UP.MA,56594,60717
Singapore,SGP,"Population, total",SP.POP.TOTL,5637022,5917648
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.89512195,82.89512195
Singapore,SGP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.3,6.2
Singapore,SGP,"Population ages 15-64, female",SP.POP.1564.FE.IN,2006575,2099621
Singapore,SGP,"Population ages 15-64, male",SP.POP.1564.MA.IN,2238318,2345548
Singapore,SGP,"Population ages 0-14, female",SP.POP.0014.FE.IN,329479,339992
Singapore,SGP,"Population ages 0-14, male",SP.POP.0014.MA.IN,347262,357550
Singapore,SGP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,387918,419206
Singapore,SGP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,327471,355732
Sint Maarten (Dutch part),SXM,"Population ages 80 and above, female",SP.POP.80UP.FE,337,361
Sint Maarten (Dutch part),SXM,"Population ages 80 and above, male",SP.POP.80UP.MA,274,295
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,42139,42749
Sint Maarten (Dutch part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.18,76.371
Sint Maarten (Dutch part),SXM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.981,8.126
Sint Maarten (Dutch part),SXM,"Population ages 15-64, female",SP.POP.1564.FE.IN,15764,15979
Sint Maarten (Dutch part),SXM,"Population ages 15-64, male",SP.POP.1564.MA.IN,14148,14370
Sint Maarten (Dutch part),SXM,"Population ages 0-14, female",SP.POP.0014.FE.IN,3094,3055
Sint Maarten (Dutch part),SXM,"Population ages 0-14, male",SP.POP.0014.MA.IN,3664,3597
Sint Maarten (Dutch part),SXM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2714,2881
Sint Maarten (Dutch part),SXM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2755,2868
Slovak Republic,SVK,"Population ages 80 and above, female",SP.POP.80UP.FE,128632,132077
Slovak Republic,SVK,"Population ages 80 and above, male",SP.POP.80UP.MA,57402,59614
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,5431752,5426740
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.96585366,78.01707317
Slovak Republic,SVK,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11,10
Slovak Republic,SVK,"Population ages 15-64, female",SP.POP.1564.FE.IN,1785499,1771865
Slovak Republic,SVK,"Population ages 15-64, male",SP.POP.1564.MA.IN,1824499,1812062
Slovak Republic,SVK,"Population ages 0-14, female",SP.POP.0014.FE.IN,422822,420830
Slovak Republic,SVK,"Population ages 0-14, male",SP.POP.0014.MA.IN,444538,442411
Slovak Republic,SVK,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,571001,584416
Slovak Republic,SVK,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,383393,395156
Slovenia,SVN,"Population ages 80 and above, female",SP.POP.80UP.FE,74642,76383
Slovenia,SVN,"Population ages 80 and above, male",SP.POP.80UP.MA,38758,40489
Slovenia,SVN,"Population, total",SP.POP.TOTL,2112076,2120461
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.28292683,81.97804878
Slovenia,SVN,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,10.6,10.2
Slovenia,SVN,"Population ages 15-64, female",SP.POP.1564.FE.IN,647350,647022
Slovenia,SVN,"Population ages 15-64, male",SP.POP.1564.MA.IN,704854,704514
Slovenia,SVN,"Population ages 0-14, female",SP.POP.0014.FE.IN,155452,154193
Slovenia,SVN,"Population ages 0-14, male",SP.POP.0014.MA.IN,163391,162389
Slovenia,SVN,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,249057,254470
Slovenia,SVN,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,191971,197874
Small states,SST,"Population ages 80 and above, female",SP.POP.80UP.FE,229246,234878
Small states,SST,"Population ages 80 and above, male",SP.POP.80UP.MA,126967,130186
Small states,SST,"Population, total",SP.POP.TOTL,19852364,20031262
Small states,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.37946786,72.89667887
Small states,SST,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.93892192,7.615686683
Small states,SST,"Population ages 15-64, female",SP.POP.1564.FE.IN,6404275,6469151
Small states,SST,"Population ages 15-64, male",SP.POP.1564.MA.IN,6662069,6727929
Small states,SST,"Population ages 0-14, female",SP.POP.0014.FE.IN,2435838,2428739
Small states,SST,"Population ages 0-14, male",SP.POP.0014.MA.IN,2534006,2528148
Small states,SST,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1031796,1066014
Small states,SST,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,784378,811271
Solomon Islands,SLB,"Population ages 80 and above, female",SP.POP.80UP.FE,2333,2311
Solomon Islands,SLB,"Population ages 80 and above, male",SP.POP.80UP.MA,2260,2197
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,781066,800005
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.409,70.528
Solomon Islands,SLB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,5.194,5.141
Solomon Islands,SLB,"Population ages 15-64, female",SP.POP.1564.FE.IN,224649,231563
Solomon Islands,SLB,"Population ages 15-64, male",SP.POP.1564.MA.IN,233277,240523
Solomon Islands,SLB,"Population ages 0-14, female",SP.POP.0014.FE.IN,142586,144635
Solomon Islands,SLB,"Population ages 0-14, male",SP.POP.0014.MA.IN,152211,154271
Solomon Islands,SLB,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,14378,14733
Solomon Islands,SLB,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,13964,14279
"Somalia, Fed. Rep.",SOM,"Population ages 80 and above, female",SP.POP.80UP.FE,27619,28651
"Somalia, Fed. Rep.",SOM,"Population ages 80 and above, male",SP.POP.80UP.MA,18711,19400
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,17801897,18358615
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.931,58.816
"Somalia, Fed. Rep.",SOM,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,12.812,9.835
"Somalia, Fed. Rep.",SOM,"Population ages 15-64, female",SP.POP.1564.FE.IN,4525743,4678484
"Somalia, Fed. Rep.",SOM,"Population ages 15-64, male",SP.POP.1564.MA.IN,4488557,4639747
"Somalia, Fed. Rep.",SOM,"Population ages 0-14, female",SP.POP.0014.FE.IN,4106432,4222000
"Somalia, Fed. Rep.",SOM,"Population ages 0-14, male",SP.POP.0014.MA.IN,4228674,4347565
"Somalia, Fed. Rep.",SOM,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,250167,260302
"Somalia, Fed. Rep.",SOM,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,202324,210517
South Africa,ZAF,"Population ages 80 and above, female",SP.POP.80UP.FE,516519,517995
South Africa,ZAF,"Population ages 80 and above, male",SP.POP.80UP.MA,219563,218631
South Africa,ZAF,"Population, total",SP.POP.TOTL,62378410,63212384
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.454,66.139
South Africa,ZAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.402,9.239
South Africa,ZAF,"Population ages 15-64, female",SP.POP.1564.FE.IN,21444876,21719643
South Africa,ZAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,20546517,20885509
South Africa,ZAF,"Population ages 0-14, female",SP.POP.0014.FE.IN,8183859,8211036
South Africa,ZAF,"Population ages 0-14, male",SP.POP.0014.MA.IN,8234876,8277850
South Africa,ZAF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2443833,2531228
South Africa,ZAF,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1524449,1587118
South Asia,SAS,"Population ages 80 and above, female",SP.POP.80UP.FE,9579329,9961188
South Asia,SAS,"Population ages 80 and above, male",SP.POP.80UP.MA,7097849,7428823
South Asia,SAS,"Population, total",SP.POP.TOTL,1648009565,1662580579
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.01157313,72.32476488
South Asia,SAS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.442401072,6.471090127
South Asia,SAS,"Population ages 15-64, female",SP.POP.1564.FE.IN,541157949,547644571
South Asia,SAS,"Population ages 15-64, male",SP.POP.1564.MA.IN,570583436,577312955
South Asia,SAS,"Population ages 0-14, female",SP.POP.0014.FE.IN,204048456,202629470
South Asia,SAS,"Population ages 0-14, male",SP.POP.0014.MA.IN,221902073,220066456
South Asia,SAS,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,58046798,60375442
South Asia,SAS,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,52270852,54551685
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, female",SP.POP.80UP.FE,9579329,9961188
South Asia (IDA & IBRD),TSA,"Population ages 80 and above, male",SP.POP.80UP.MA,7097849,7428823
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1648009565,1662580579
South Asia (IDA & IBRD),TSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.01157313,72.32476488
South Asia (IDA & IBRD),TSA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.442401072,6.471090127
South Asia (IDA & IBRD),TSA,"Population ages 15-64, female",SP.POP.1564.FE.IN,541157949,547644571
South Asia (IDA & IBRD),TSA,"Population ages 15-64, male",SP.POP.1564.MA.IN,570583436,577312955
South Asia (IDA & IBRD),TSA,"Population ages 0-14, female",SP.POP.0014.FE.IN,204048456,202629470
South Asia (IDA & IBRD),TSA,"Population ages 0-14, male",SP.POP.0014.MA.IN,221902073,220066456
South Asia (IDA & IBRD),TSA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,58046798,60375442
South Asia (IDA & IBRD),TSA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,52270852,54551685
South Sudan,SSD,"Population ages 80 and above, female",SP.POP.80UP.FE,20473,22203
South Sudan,SSD,"Population ages 80 and above, male",SP.POP.80UP.MA,11405,12379
South Sudan,SSD,"Population, total",SP.POP.TOTL,11021177,11483374
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.203,57.617
South Sudan,SSD,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.906,9.609
South Sudan,SSD,"Population ages 15-64, female",SP.POP.1564.FE.IN,3191637,3377293
South Sudan,SSD,"Population ages 15-64, male",SP.POP.1564.MA.IN,3014399,3195340
South Sudan,SSD,"Population ages 0-14, female",SP.POP.0014.FE.IN,2225064,2262022
South Sudan,SSD,"Population ages 0-14, male",SP.POP.0014.MA.IN,2277540,2314279
South Sudan,SSD,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,182734,195271
South Sudan,SSD,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,129803,139170
Spain,ESP,"Population ages 80 and above, female",SP.POP.80UP.FE,1821819,1871169
Spain,ESP,"Population ages 80 and above, male",SP.POP.80UP.MA,1081148,1117962
Spain,ESP,"Population, total",SP.POP.TOTL,47786102,48352528
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.13414634,83.88292683
Spain,ESP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.7,9
Spain,ESP,"Population ages 15-64, female",SP.POP.1564.FE.IN,15722885,15870521
Spain,ESP,"Population ages 15-64, male",SP.POP.1564.MA.IN,15919203,16084524
Spain,ESP,"Population ages 0-14, female",SP.POP.0014.FE.IN,3152676,3110896
Spain,ESP,"Population ages 0-14, male",SP.POP.0014.MA.IN,3344279,3299997
Spain,ESP,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,5445662,5630183
Spain,ESP,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,4201396,4356407
Sri Lanka,LKA,"Population ages 80 and above, female",SP.POP.80UP.FE,251727,262689
Sri Lanka,LKA,"Population ages 80 and above, male",SP.POP.80UP.MA,139323,144174
Sri Lanka,LKA,"Population, total",SP.POP.TOTL,22181000,22037000
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.3,77.483
Sri Lanka,LKA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.1,8.2
Sri Lanka,LKA,"Population ages 15-64, female",SP.POP.1564.FE.IN,7500131,7442769
Sri Lanka,LKA,"Population ages 15-64, male",SP.POP.1564.MA.IN,7123195,7079617
Sri Lanka,LKA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2471483,2418209
Sri Lanka,LKA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2561453,2509545
Sri Lanka,LKA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1473511,1512434
Sri Lanka,LKA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1051227,1074426
St. Kitts and Nevis,KNA,"Population ages 80 and above, female",SP.POP.80UP.FE,537,518
St. Kitts and Nevis,KNA,"Population ages 80 and above, male",SP.POP.80UP.MA,297,286
St. Kitts and Nevis,KNA,"Population, total",SP.POP.TOTL,46709,46758
St. Kitts and Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.313,72.145
St. Kitts and Nevis,KNA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.658,9.963
St. Kitts and Nevis,KNA,"Population ages 15-64, female",SP.POP.1564.FE.IN,17306,17286
St. Kitts and Nevis,KNA,"Population ages 15-64, male",SP.POP.1564.MA.IN,15944,15897
St. Kitts and Nevis,KNA,"Population ages 0-14, female",SP.POP.0014.FE.IN,4375,4306
St. Kitts and Nevis,KNA,"Population ages 0-14, male",SP.POP.0014.MA.IN,4303,4267
St. Kitts and Nevis,KNA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2612,2758
St. Kitts and Nevis,KNA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2169,2243
St. Lucia,LCA,"Population ages 80 and above, female",SP.POP.80UP.FE,1715,1756
St. Lucia,LCA,"Population ages 80 and above, male",SP.POP.80UP.MA,950,972
St. Lucia,LCA,"Population, total",SP.POP.TOTL,178781,179285
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.67,72.697
St. Lucia,LCA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.455,8.614
St. Lucia,LCA,"Population ages 15-64, female",SP.POP.1564.FE.IN,65213,65417
St. Lucia,LCA,"Population ages 15-64, male",SP.POP.1564.MA.IN,64967,65159
St. Lucia,LCA,"Population ages 0-14, female",SP.POP.0014.FE.IN,15973,15773
St. Lucia,LCA,"Population ages 0-14, male",SP.POP.0014.MA.IN,16532,16266
St. Lucia,LCA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,9162,9496
St. Lucia,LCA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,6934,7175
St. Martin (French part),MAF,"Population ages 80 and above, female",SP.POP.80UP.FE,712,715
St. Martin (French part),MAF,"Population ages 80 and above, male",SP.POP.80UP.MA,425,416
St. Martin (French part),MAF,"Population, total",SP.POP.TOTL,28870,27515
St. Martin (French part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.236,80.224
St. Martin (French part),MAF,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,9.021,9.282
St. Martin (French part),MAF,"Population ages 15-64, female",SP.POP.1564.FE.IN,9676,9099
St. Martin (French part),MAF,"Population ages 15-64, male",SP.POP.1564.MA.IN,8422,7868
St. Martin (French part),MAF,"Population ages 0-14, female",SP.POP.0014.FE.IN,3003,2887
St. Martin (French part),MAF,"Population ages 0-14, male",SP.POP.0014.MA.IN,3049,2928
St. Martin (French part),MAF,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2656,2672
